booking_id,hotel_name,category,price,rating,country,created_date,rooms_booked,customer_email
5590,Jenkins-Bolton Hotel,Business,238.92,4.4,Thailand,2026-02-02,2.0,richard07@example.com
3415,Coleman Inc Hotel,Family,242.44,3.7,Thailand,2024-03-13,3.0,blacklisa@example.net
3017,Tucker-Smith Hotel,resort,336.77,2.8,UAE,2026-01-07,4.0,kelseywilliams@example.org
3971,Young LLC Hotel,Resort,361.08,3.8,France,2025-05-23,5.0,kyleparker@example.com
7424,Cantrell PLC Hotel,Boutique,191.82,3.9,UK,2024-05-15,5.0,griffinmary@example.net
5125,Perez Inc Hotel,Luxury,432.55,3.5,Thailand,2024-12-19,3.0,BPARSONS@EXAMPLE.ORG
6846,Moss Inc Hotel,Business,139.48,2.8,Singapore,2024-05-27,1.0,morganwells@example.org
6375,"Smith, Walker and Johnson Hotel",Resort,403.51,4.1,UK,2024-05-05,2.0,GDAVIDSON@EXAMPLE.COM
1300,Allen Inc Hotel,Budget,,3.8,Singapore,2024-07-21,3.0,wheelersean@example.net
12848,Sandoval Inc Hotel,Resort,361.58,3.6,Italy,2024-10-26,4.0,marymason@example.com
4246,"Benson, Abbott and Solis Hotel",Business,192.19,3.9,Thailand,20/10/2025,3.0,WEAVERJOHN@EXAMPLE.ORG
1124,"Allen, Reyes and Chase Hotel",Family,106.46,4.3,Australia,2026.01.25,1.0,vwilliams@example.com
2106,Frazier Group Hotel,Resort,298.95,2.5,UAE,2025-06-19,4.0,wward@example.org
12537,Adams LLC Hotel,Luxury,400.34,4.3,UAE,2025-07-07,1.0,REBECCA03@EXAMPLE.NET
9157,"Kemp, Carter and Edwards Hotel",family,212.04,4.1,USA,17/07/2024,3.0,JOHN29@EXAMPLE.COM
1840,Brown-French Hotel,Resort,,4.2,Japan,2025.02.28,4.0,sullivanjason@example.net
7394,Kim and Sons Hotel,Business,285.54,4.3,UK,2025-07-26,1.0,curtismiddleton@example.com
10723,Blackwell LLC Hotel,Resort,326.21,3.4,France,2024-11-27,2.0,ANNETTEWEST@EXAMPLE.ORG
6649,Carter-Macias Hotel,Budget,211.43,3.7,Canada,2025-10-08,1.0,rhonda81@example.net
12306,"Chandler, Chen and Miller Hotel",Resort,341.6,4.7,Australia,2025-05-18,4.0,jenkinselizabeth@example.com
4341,Wilson-Burton Hotel,Resort,338.06,3.0,Australia,2024-12-13,5.0,xfuentes@example.net
1598,Moore PLC Hotel,resort,257.6,4.8,Australia,2024-09-21,,GUERREROROBERT@EXAMPLE.COM
3123,Myers LLC Hotel,Budget,86.19,3.9,Canada,24/04/2024,1.0,williamsmaureen@example.com
6512,"Sanders, Garcia and Terry Hotel",Boutique,201.25,,Singapore,2025-11-12,3.0,beckalan@example.net
9664,Vasquez Ltd Hotel,Luxury,324.72,3.0,UK,2025-07-24,2.0,CHRISTOPHERFREEMAN@EXAMPLE.NET
10717,Ware Inc Hotel,Business,209.76,3.8,Spain,2025-05-27,2.0,nancy83@example.net
9854,Murphy-Carrillo Hotel,Budget,112.06,3.1,Australia,2026-01-08,3.0,ZJOHNSON@EXAMPLE.COM
10385,Donovan Ltd Hotel,Family,176.9,4.0,Australia,22/10/2025,4.0,davidmiller@example.com
12942,"Schneider, Rasmussen and Foster Hotel",Boutique,249.75,2.9,Germany,2024-07-12,1.0,melissamartinez@example.org
6999,Perez-Rowe Hotel,Budget,135.9,3.8,France,2025-09-24,2.0,BRITTANYPARKER@EXAMPLE.NET
3197,Clay-Garcia Hotel,Business,317.86,3.4,Spain,2025-03-26,5.0,sandyramirez@example.com
5051,"Collins, Woodward and Huynh Hotel",Resort,326.24,3.3,USA,26/09/2024,5.0,jensennancy@example.org
2216,"Aguilar, Huerta and Davis Hotel",Boutique,199.56,4.6,Singapore,2024-10-02,5.0,bennettabigail@example.com
4362,Herman-Ramirez Hotel,Boutique,201.61,4.9,UAE,09/06/2025,,TAYLORMELINDA@EXAMPLE.ORG
3501,"Gray, Jackson and Jones Hotel",Family,231.91,2.8,Thailand,2025-11-13,2.0,AGOMEZ@EXAMPLE.NET
1725,Sutton-Kelly Hotel,Business,,5.0,Singapore,2024-05-11,5.0,joel84@example.org
8563,Vance-Olson Hotel,Luxury,349.0,4.3,Thailand,2024-12-08,3.0,robert79@example.com
1978,Ruiz-Gutierrez Hotel,Family,267.94,4.9,Canada,16/05/2024,3.0,jennifer12@example.net
1808,Gibson-Escobar Hotel,Business,309.58,3.8,Germany,2025-02-09,2.0,robert44@example.org
8773,Pacheco Ltd Hotel,Business,271.97,3.2,Japan,2025-05-21,2.0,EMILY95@EXAMPLE.COM
2475,Rasmussen-Garcia Hotel,Budget,145.94,3.1,UAE,2024-06-09,4.0,SAMANTHA94@EXAMPLE.ORG
12651,Stark-Abbott Hotel,Budget,54.16,3.6,UAE,2025-11-21,1.0,aaron09@example.org
9039,"Griffin, Schneider and Thornton Hotel",Luxury,372.86,4.5,Canada,2025-05-30,2.0,kyliemiller@example.net
9336,"Cooper, Riddle and Johnson Hotel",Luxury,451.8,2.8,Spain,2025-05-07,2.0,shane47@example.net
5906,Sandoval-Scott Hotel,Budget,197.88,,Canada,2024-06-21,1.0,fischerdanielle@example.org
9638,Soto Group Hotel,Boutique,306.75,4.3,Japan,15/03/2025,2.0,oscarwalker@example.org
12149,Vargas-Simmons Hotel,Resort,381.96,4.4,Singapore,2024.10.01,2.0,rolson@example.net
5930,Hughes PLC Hotel,Family,122.22,4.5,Spain,2025-04-05,2.0,peterpayne@example.org
5542,Roberts LLC Hotel,luxury,309.09,3.6,Spain,2024-11-10,4.0,pspears@example.com
4962,Williams and Sons Hotel,Budget,162.87,2.6,Italy,2024-05-18,1.0,josephmoody@example.net
10584,Ramsey PLC Hotel,Resort,361.08,2.7,Australia,2024-03-21,1.0,tthomas@example.com
3671,Moore Inc Hotel,Business,141.18,3.2,Spain,2024-03-08,4.0,deanna83@example.net
8529,"Cunningham, Robinson and Cunningham Hotel",Luxury,394.71,4.4,Italy,27/07/2024,4.0,adrian37@example.com
2235,"Peck, Martinez and Alvarado Hotel",Boutique,279.21,4.1,UK,2025.01.14,4.0,DANIELSMITH@EXAMPLE.COM
2225,"Johnson, Jimenez and Miller Hotel",Resort,330.09,3.8,Canada,2025-10-29,3.0,cjackson@example.org
2764,Foley-Silva Hotel,Resort,406.68,3.8,Italy,2024-09-10,3.0,amanda39@example.com
9850,Garrett-White Hotel,Luxury,456.31,4.0,France,01/11/2024,,crystal27@example.net
9139,Davis Inc Hotel,Family,200.49,4.5,Germany,2024-07-19,5.0,ftodd@example.org
10243,"Gonzales, Steele and Reed Hotel",business,151.11,4.8,France,2026-02-20,3.0,apoole@example.net
8811,Schwartz PLC Hotel,Boutique,335.24,3.7,Germany,2025-08-15,5.0,cooksarah@example.com
8204,"King, Richards and Winters Hotel",Luxury,428.99,4.5,Australia,2024-09-05,4.0,meyervalerie@example.org
4217,White-Murphy Hotel,Luxury,,3.3,Spain,2026-01-28,4.0,XLIVINGSTON@EXAMPLE.ORG
6737,"Mcclain, Carr and Dixon Hotel",Boutique,192.03,4.8,Spain,2024-06-30,2.0,longlauren@example.org
1287,Adkins-Obrien Hotel,Luxury,386.74,3.6,Australia,04/02/2025,3.0,emiles@example.net
10462,"Cooper, Schultz and Charles Hotel",Family,146.0,4.7,UK,24/08/2024,3.0,hamiltonangel@example.com
3966,Chavez-Smith Hotel,Family,157.36,4.7,Singapore,2024-06-18,,tboone@example.com
4164,"Rowe, Cordova and Russell Hotel",business,296.6,4.6,Italy,2026.01.13,5.0,andersonbonnie@example.net
9685,"Werner, Hall and Young Hotel",Budget,87.9,4.2,Italy,2024.10.07,4.0,CRAIG39@EXAMPLE.COM
10479,Hull PLC Hotel,Business,132.35,3.1,Thailand,2025-02-20,4.0,victor69@example.com
11977,"Carter, Wilson and Miller Hotel",budget,29.72,3.9,UK,2024-11-03,5.0,jacquelineberry@example.net
2657,Cummings-Burke Hotel,Budget,168.13,,Spain,2025-08-02,5.0,tgregory@example.org
2975,Ballard-Newton Hotel,Family,111.64,3.8,France,2025-08-27,4.0,jameshudson@example.net
3397,Guerrero Group Hotel,Resort,425.64,4.3,Germany,2025-10-29,2.0,kimberly12@example.com
1452,Reed LLC Hotel,Luxury,463.41,4.8,UAE,2026-03-03,3.0,daisymccarty@example.net
3710,Hill-Hayes Hotel,Luxury,370.27,2.7,UK,2025-05-11,2.0,BAILEYNELSON@EXAMPLE.COM
12311,Schwartz-Blake Hotel,family,127.66,4.1,Canada,2024-05-26,3.0,gerald05@example.com
8203,Gibson-Collins Hotel,Budget,135.22,3.0,France,2025-03-15,1.0,johnsonjill@example.net
4681,Young Ltd Hotel,resort,377.23,4.5,UAE,2024-05-30,1.0,michaelyoung@example.org
7715,Buck PLC Hotel,Boutique,188.97,3.6,Italy,2025-03-13,3.0,mikeknight@example.net
1422,"Miller, Davis and Anderson Hotel",Budget,72.18,3.2,USA,2024-03-27,4.0,KJONES@EXAMPLE.ORG
12319,Garrett-Boyd Hotel,Boutique,197.95,4.7,Germany,2024-11-09,4.0,NICOLENGUYEN@EXAMPLE.ORG
6316,Wheeler Ltd Hotel,business,136.6,,Germany,2024-03-13,2.0,josephharper@example.net
8025,Scott-Gonzalez Hotel,Budget,204.35,4.6,Germany,2024-11-11,4.0,matthew43@example.org
1657,Johnson Ltd Hotel,Family,164.89,4.5,Australia,2024.11.16,4.0,michelle57@example.com
4301,Molina-Gray Hotel,Budget,134.71,4.4,Germany,27/08/2024,3.0,gevans@example.org
9565,"Miller, Anthony and Rodriguez Hotel",Boutique,270.8,4.8,France,2025-03-02,5.0,mcguireedward@example.net
3845,Gonzalez-Mitchell Hotel,Budget,15.98,4.4,Spain,25/03/2025,4.0,RWHITE@EXAMPLE.ORG
5066,Moore-Lee Hotel,Resort,,4.5,Spain,2025-04-29,1.0,michaelcampbell@example.com
11872,Meyer and Sons Hotel,Family,261.62,3.7,Germany,2024-05-23,3.0,meghansnyder@example.org
10677,"Roach, Hernandez and Flores Hotel",luxury,456.8,3.8,Thailand,2024-05-09,1.0,SALVAREZ@EXAMPLE.ORG
6244,"Anderson, Rush and Davidson Hotel",Family,170.56,4.5,Australia,2024-05-05,3.0,CBERGER@EXAMPLE.NET
2001,Williams-Kelly Hotel,Resort,251.37,3.3,Australia,2024-07-04,4.0,hellis@example.net
5198,Hunter-Graham Hotel,Budget,154.91,2.8,Australia,2025.02.15,3.0,STEVENPADILLA@EXAMPLE.NET
3418,Marquez-Cook Hotel,family,,3.0,Thailand,24/09/2025,5.0,hesskeith@example.net
1875,"Dougherty, Leonard and Barron Hotel",Family,141.39,3.1,Singapore,2025-04-28,2.0,reyessteven@example.org
10864,English and Sons Hotel,Family,115.63,4.2,Spain,2025-05-07,4.0,DAVIDTHOMAS@EXAMPLE.NET
7726,Chandler-Rodriguez Hotel,Business,308.16,2.7,France,2025-01-25,5.0,EVELYNORTEGA@EXAMPLE.NET
4847,"Hill, Mullins and Orr Hotel",Business,290.82,4.5,Italy,2025-07-21,2.0,molinachristina@example.org
1961,"Harris, Gutierrez and Colon Hotel",Boutique,220.47,3.2,USA,2024-08-25,4.0,jonathanburke@example.com
2580,Willis and Sons Hotel,Business,,4.2,Canada,2024-04-02,2.0,josephhernandez@example.org
12387,Perez-Sparks Hotel,Resort,411.3,4.7,UK,2024-05-16,4.0,davidweaver@example.com
8762,"Clayton, Mccullough and Wright Hotel",Luxury,313.56,4.9,Australia,2025-11-02,2.0,sarah26@example.org
3206,"Joyce, Mercado and Moore Hotel",Budget,206.46,3.0,USA,2024-08-03,4.0,stephaniecoleman@example.net
5266,"Campos, Scott and Kim Hotel",Budget,51.75,2.8,France,2025-04-05,3.0,petersonmichelle@example.org
9625,"Ward, Manning and Booth Hotel",Business,162.32,2.6,Singapore,2025-04-01,2.0,rebecca25@example.net
4734,Lewis PLC Hotel,Resort,286.14,3.8,Japan,2024-10-20,5.0,blee@example.com
5231,Edwards Ltd Hotel,Family,227.03,3.3,Singapore,2024-09-26,3.0,lisa49@example.com
1757,Taylor-Neal Hotel,Family,122.81,4.7,Spain,2025-04-05,,mark68@example.org
5866,Harmon-York Hotel,Resort,409.02,4.1,Thailand,2025-05-17,5.0,natalie11@example.org
6406,"Barnes, Fitzpatrick and Rodriguez Hotel",Resort,320.99,4.0,Spain,2024-08-23,4.0,paullamb@example.net
6313,"Tran, Taylor and Johnson Hotel",Boutique,348.74,3.4,Japan,2025-08-19,1.0,brianmoore@example.com
3284,"Knight, Hamilton and Johnson Hotel",boutique,277.99,3.8,Australia,2025-09-21,1.0,RICHARDHINES@EXAMPLE.NET
10638,Hall LLC Hotel,Family,118.19,4.9,Australia,2026-01-09,2.0,anthonymcdonald@example.org
8001,Mitchell-Fields Hotel,luxury,431.54,3.1,Canada,2025-10-09,4.0,elizabeth36@example.org
8297,"Thomas, Hill and Anderson Hotel",Resort,355.46,3.9,France,2025-10-23,2.0,ZSMALL@EXAMPLE.NET
6507,"Herman, Silva and Ware Hotel",Family,,4.1,Italy,2025-07-12,3.0,KELLY99@EXAMPLE.COM
6309,"Smith, Cruz and Reyes Hotel",Resort,231.66,2.7,Thailand,2025-06-30,1.0,NATALIEKENNEDY@EXAMPLE.COM
10572,"Yates, Kaufman and Thomas Hotel",Boutique,366.08,4.4,Thailand,2025.12.12,2.0,caitlin33@example.net
5827,Smith Inc Hotel,Family,72.96,4.1,UK,2024-03-11,4.0,LORIJOHNSON@EXAMPLE.COM
9809,"Wright, Lloyd and Estrada Hotel",Business,230.07,3.5,UK,2025-09-06,3.0,sjohnson@example.org
8746,Owens-Horton Hotel,Boutique,,4.3,Australia,2024-09-10,1.0,ncoleman@example.com
1807,"Miller, Schultz and Yates Hotel",Business,,4.8,UK,2024-07-26,4.0,chloe58@example.org
4907,Brady-Bentley Hotel,Luxury,341.12,4.6,France,2025-07-03,3.0,parmstrong@example.com
7141,Thomas-Henry Hotel,Resort,397.06,2.6,Italy,2025-01-11,1.0,CHENJUSTIN@EXAMPLE.ORG
11422,"Valenzuela, Huynh and Russell Hotel",budget,155.06,3.9,Italy,2024-07-17,2.0,YWHITE@EXAMPLE.NET
10818,Smith-Norton Hotel,Budget,89.55,2.9,Japan,2025-01-02,2.0,vazquezbonnie@example.com
8023,Hubbard-Elliott Hotel,Family,127.27,3.4,Australia,2024-09-08,1.0,roserhonda@example.net
2956,Johnson Ltd Hotel,Budget,164.73,4.1,Japan,2024-03-14,2.0,dmiller@example.org
3445,Larson-Davis Hotel,business,325.01,4.3,Thailand,2025-02-08,4.0,VILLAWILLIAM@EXAMPLE.COM
9596,Hess LLC Hotel,Family,239.7,4.0,Canada,2025-02-25,1.0,SMITHSHAWN@EXAMPLE.NET
7969,Moran and Sons Hotel,Resort,273.91,2.8,UK,24/02/2026,2.0,lowerebecca@example.org
11083,Orr-Pruitt Hotel,Resort,317.72,3.7,France,2024-07-11,5.0,piercejohn@example.com
9768,Campbell PLC Hotel,Resort,,3.1,France,2025-11-27,2.0,leslieoliver@example.org
11079,"Turner, Butler and Sandoval Hotel",Boutique,237.86,2.6,UAE,2024-11-10,4.0,donaldevans@example.org
3402,"Carlson, Anderson and Neal Hotel",Resort,,4.6,France,2025-09-02,3.0,xcolon@example.org
9903,Cohen-Todd Hotel,Budget,105.57,3.0,Germany,2025-06-30,2.0,wendy16@example.org
2073,Hall-Foster Hotel,Resort,398.53,4.4,Spain,27/06/2024,1.0,rubiopamela@example.net
11673,"Davis, Anderson and Perry Hotel",Family,94.75,2.7,Japan,2025-04-26,5.0,JOSHUA98@EXAMPLE.NET
4398,Silva-Jordan Hotel,Resort,323.09,2.6,France,2024-04-12,4.0,josephmcgee@example.net
5240,"Mckinney, Johnson and Hughes Hotel",Budget,151.1,4.3,Singapore,2024.08.04,3.0,robert53@example.net
7524,Rich Ltd Hotel,Luxury,451.1,3.0,Spain,2025-10-14,5.0,lutzkevin@example.org
6436,Miles Group Hotel,business,247.91,4.9,France,2025-10-17,1.0,claytontaylor@example.net
10176,Evans LLC Hotel,Family,269.31,3.6,USA,2024-08-15,1.0,sandra28@example.com
11505,Parker-Stevens Hotel,Luxury,,3.9,UK,2024-05-07,2.0,whitetraci@example.com
3091,Reed-Nguyen Hotel,Boutique,301.0,2.5,Thailand,2026-01-02,4.0,BRENT89@EXAMPLE.ORG
5527,Hahn-Jordan Hotel,Budget,17.75,4.5,Singapore,26/01/2025,5.0,knunez@example.org
4358,Herrera LLC Hotel,luxury,379.13,3.3,UK,2024-07-15,1.0,TASHATOWNSEND@EXAMPLE.ORG
2698,"Rush, Martinez and Foster Hotel",family,262.81,4.6,Spain,2025-07-06,4.0,victoriaduncan@example.org
10897,Ellis Inc Hotel,resort,,3.3,Canada,2024-06-05,1.0,uferrell@example.org
11359,Wolfe LLC Hotel,Family,268.44,3.2,France,2025-12-16,5.0,GONZALEZBOB@EXAMPLE.COM
10625,Reed-Shaffer Hotel,Resort,330.72,4.5,Australia,2025-05-04,,djohnson@example.com
8252,"Newman, Hall and Mitchell Hotel",Boutique,244.87,2.9,Italy,2024-10-19,3.0,donnacoleman@example.org
10255,Lewis-Fox Hotel,Boutique,215.96,3.0,UK,2024-07-17,3.0,michaelcharles@example.org
2003,"Hicks, Nelson and Macdonald Hotel",Family,,4.3,France,2025-09-30,4.0,BRANDYBONILLA@EXAMPLE.NET
11219,Lynn-Bryant Hotel,Budget,,3.4,Australia,2025-11-05,1.0,kathrynadkins@example.net
12231,Hubbard Group Hotel,Luxury,492.33,4.5,UAE,2025-01-14,1.0,rebeccagutierrez@example.org
11280,Stephens LLC Hotel,Luxury,492.93,4.0,Spain,2025.08.25,5.0,taylorelizabeth@example.org
9156,Obrien Group Hotel,Resort,361.58,2.9,Canada,2025-07-17,2.0,MELISSA13@EXAMPLE.NET
5651,Hudson and Sons Hotel,Budget,177.12,4.6,Thailand,2024-07-11,5.0,travisking@example.net
11328,"Rodriguez, Rice and Phelps Hotel",Family,121.94,3.2,Japan,2024-11-02,4.0,KIRKSAMUEL@EXAMPLE.NET
9166,"Wright, Boyle and Gutierrez Hotel",Family,235.12,4.6,UAE,2024-09-09,4.0,jeffreyestrada@example.com
7156,Madden-Garcia Hotel,Business,182.92,5.0,USA,2024.12.05,2.0,sullivanalfred@example.net
2485,"Richards, Dixon and Love Hotel",Business,,3.9,Japan,2024.09.27,1.0,ZACHARYHART@EXAMPLE.COM
12398,"Mccarty, Sanchez and Green Hotel",Boutique,265.77,2.6,USA,2025-12-28,2.0,jillianwilliams@example.org
6368,Taylor-Kirk Hotel,Budget,29.32,2.6,Canada,21/03/2024,1.0,hkelley@example.org
10983,"Warner, Velazquez and Brooks Hotel",resort,248.3,3.4,Germany,2026-01-09,2.0,lindseyray@example.org
2411,Jones LLC Hotel,Luxury,491.29,4.7,Australia,16/08/2024,4.0,PETERHENRY@EXAMPLE.ORG
7289,"Conrad, Cooke and Mendoza Hotel",Business,286.91,4.4,Germany,2025-12-27,2.0,KERRI63@EXAMPLE.ORG
12654,Brewer-Brown Hotel,budget,88.24,3.6,Japan,04/06/2025,4.0,LISAMCFARLAND@EXAMPLE.ORG
12214,"King, Foster and Russo Hotel",Family,144.49,4.5,USA,27/02/2026,4.0,reginaldhuang@example.com
9223,Jones-Ball Hotel,Luxury,401.42,4.7,Italy,2024-04-18,1.0,CAMPBELLEMILY@EXAMPLE.ORG
1709,Walker LLC Hotel,Boutique,319.41,4.6,USA,2024-06-28,3.0,vhernandez@example.org
5298,Douglas Group Hotel,Resort,299.62,4.1,Singapore,2025-06-15,5.0,ERIC97@EXAMPLE.NET
4603,"Johnson, Chandler and Sullivan Hotel",resort,277.85,5.0,USA,2025-07-13,1.0,ssimmons@example.org
1985,Haynes-Jackson Hotel,Business,188.47,4.1,USA,2025-07-30,,mwilliamson@example.com
4076,"Reyes, Andrews and Nixon Hotel",family,92.13,3.5,USA,2025-10-31,2.0,katherinechapman@example.net
7169,"Shepard, Green and Brown Hotel",luxury,305.73,4.2,Thailand,2025-02-18,2.0,bakerryan@example.com
9505,"White, Hernandez and Martinez Hotel",Boutique,197.75,2.6,Germany,03/04/2024,1.0,smithpaul@example.com
9620,Jackson-Garcia Hotel,Resort,317.06,4.5,UAE,12/09/2025,,stevenskimberly@example.org
7713,Williams-Jenkins Hotel,Boutique,329.8,3.5,UAE,2024-04-03,1.0,MARCUS16@EXAMPLE.NET
6077,"Lee, Hernandez and Lawson Hotel",Luxury,304.06,3.8,Thailand,2025-08-19,2.0,antonio49@example.com
5101,"Rhodes, Thomas and Torres Hotel",Boutique,303.33,3.3,Italy,2025-07-19,5.0,jortiz@example.net
9528,Willis-Ingram Hotel,resort,270.78,2.6,USA,09/11/2025,1.0,timothyrodriguez@example.net
3722,"Robinson, Jones and Mccarthy Hotel",Family,70.58,4.7,UK,2025-01-12,4.0,JAIME56@EXAMPLE.COM
12565,"Gallagher, Thomas and Hall Hotel",Family,178.47,3.5,UAE,2024-05-25,1.0,BRIAN14@EXAMPLE.ORG
2268,Fox LLC Hotel,Budget,124.16,4.2,Canada,2024-10-31,2.0,WDAVIS@EXAMPLE.NET
3462,"Johnson, Martin and Knox Hotel",Resort,330.69,3.6,Canada,2024-09-12,3.0,karen72@example.com
9290,Lawson Inc Hotel,Boutique,327.06,3.6,Singapore,2025-11-08,5.0,dayalexander@example.com
1268,"Evans, David and Hendrix Hotel",Business,181.58,4.8,UK,2025-12-04,3.0,janet75@example.com
4580,"Bryant, Hawkins and Nash Hotel",budget,132.54,2.7,Japan,2025-11-12,4.0,LUCASROMERO@EXAMPLE.NET
5750,Andrews and Sons Hotel,business,311.31,4.9,UAE,20/02/2026,,alvingrimes@example.com
10304,Jennings-Armstrong Hotel,Budget,209.61,4.5,Canada,15/10/2025,3.0,dedwards@example.org
12246,"Carey, Stanley and Hammond Hotel",Luxury,428.07,4.7,Singapore,2024-11-22,5.0,kmarquez@example.com
8920,Stevenson and Sons Hotel,Luxury,464.71,4.5,UK,2026-01-12,2.0,MARC82@EXAMPLE.COM
8895,"Simon, Joseph and Walter Hotel",Budget,210.92,3.1,Australia,2025-02-20,2.0,garciaricardo@example.net
12294,Johnson Ltd Hotel,Luxury,424.01,3.7,UK,2025-11-27,2.0,hernandezdaniel@example.org
3821,Rodriguez and Sons Hotel,Budget,86.63,4.3,Australia,2024-10-19,5.0,swatson@example.org
12071,Campos Ltd Hotel,Boutique,223.9,2.8,USA,2024-04-28,1.0,dcole@example.net
1589,"Vincent, Anderson and Mason Hotel",Luxury,363.17,4.7,Japan,04/11/2024,3.0,sanderswayne@example.net
9649,Pugh-Hicks Hotel,Business,271.78,4.4,Singapore,2025-11-08,4.0,sarah31@example.com
12092,Shelton-Sharp Hotel,Luxury,407.31,3.4,UK,2024-09-03,4.0,woodmarc@example.net
9074,Green and Sons Hotel,Boutique,344.12,3.0,USA,2025-09-03,5.0,smithbenjamin@example.org
1656,"Huynh, Price and Perez Hotel",Budget,84.33,4.9,Thailand,01/05/2024,2.0,scott22@example.net
11022,"Ramos, Wilkinson and Jones Hotel",Family,261.43,3.0,Australia,2025-08-08,1.0,morrisjoshua@example.org
10775,"Novak, Sherman and Wiley Hotel",Boutique,214.05,3.2,Spain,2026-01-26,1.0,vzimmerman@example.net
3037,"Murphy, Parker and Fry Hotel",Business,,3.0,France,2024-09-22,2.0,shughes@example.net
10606,Klein Group Hotel,Boutique,358.05,2.5,Australia,2025-03-09,2.0,rtucker@example.com
11917,"Richard, Cross and Brewer Hotel",Business,272.81,3.4,Spain,01/05/2024,4.0,sanderschristina@example.com
4758,"Davis, Atkins and Sullivan Hotel",family,,3.0,UK,2025-05-07,5.0,greendavid@example.net
7845,"Smith, Moore and Doyle Hotel",business,226.1,2.6,Spain,02/03/2025,3.0,aguilarchristopher@example.com
7151,"Smith, Pope and Evans Hotel",Luxury,431.82,4.4,UAE,2025-01-06,4.0,ythomas@example.com
9530,Rodriguez-Dixon Hotel,Luxury,412.12,,Thailand,2025-02-01,2.0,JESSICA38@EXAMPLE.COM
3028,"Wells, Mendoza and Garcia Hotel",Boutique,348.92,3.9,USA,2025-07-25,1.0,OTRAN@EXAMPLE.NET
10239,"Davidson, Rice and Stone Hotel",Family,231.58,2.8,Japan,2025-06-05,4.0,paulclarke@example.com
1677,Mccormick-Smith Hotel,Boutique,361.81,5.0,Singapore,2025-01-30,3.0,PERKINSHANNAH@EXAMPLE.NET
9654,Petty Ltd Hotel,Budget,172.45,3.9,Canada,2025-11-11,5.0,davisrobin@example.org
2232,Carter Inc Hotel,business,293.14,3.2,Japan,2025-12-17,3.0,petersonbrittany@example.org
6454,Anderson Ltd Hotel,Luxury,316.67,,Italy,17/09/2024,1.0,REBECCA70@EXAMPLE.NET
9140,Thompson-Garza Hotel,business,138.28,,Thailand,2025-01-21,3.0,jonathan45@example.org
10636,"Mclean, Johnson and Edwards Hotel",Budget,53.4,2.8,UK,2024-06-22,1.0,howardandrew@example.org
12354,"Wright, Mitchell and Carter Hotel",Business,157.42,3.1,Thailand,2024-12-06,3.0,mjacobs@example.org
8719,Hall-Green Hotel,Resort,,4.5,France,2024-07-16,5.0,romandenise@example.net
5856,Carr LLC Hotel,Boutique,363.25,4.4,UK,2025-04-14,4.0,jodi42@example.org
9281,Zimmerman and Sons Hotel,Boutique,207.43,3.0,Germany,2024-12-21,5.0,hcollins@example.net
3432,"Carter, Jenkins and Reyes Hotel",family,92.49,3.1,Australia,2025-12-06,1.0,hernandeztodd@example.org
9883,Thomas Group Hotel,business,189.69,3.6,USA,2024-08-27,1.0,GARZATINA@EXAMPLE.NET
10881,Jones-Rose Hotel,Resort,317.51,4.2,Germany,2024-12-12,5.0,PHERNANDEZ@EXAMPLE.ORG
5647,Rice-Clark Hotel,Business,207.08,4.7,France,2025-08-20,5.0,andrew52@example.com
9832,"Gonzales, Buchanan and White Hotel",Business,135.02,4.6,Canada,2025-09-10,4.0,michael55@example.com
8749,Houston-Bates Hotel,Resort,269.73,3.6,Germany,2024-11-11,4.0,JOSHUABROOKS@EXAMPLE.NET
1896,"Davidson, Silva and Walker Hotel",Budget,154.39,3.2,Italy,2025-03-24,1.0,JAMES18@EXAMPLE.COM
2611,Murray-Webb Hotel,resort,,3.9,USA,2026-02-13,3.0,morseronald@example.org
11171,Dunn-Davis Hotel,Resort,391.5,3.8,UAE,15/02/2026,5.0,hillmonique@example.org
2587,"Coleman, Thompson and Huber Hotel",Business,295.77,3.4,Spain,2024-09-26,5.0,BAILEYRAYMOND@EXAMPLE.ORG
7686,"Ballard, Smith and Patterson Hotel",Luxury,345.44,2.8,UK,2025-01-24,1.0,mikegonzalez@example.org
8507,Jones-Smith Hotel,resort,418.31,5.0,Japan,2024-10-01,5.0,hughesjennifer@example.net
9585,"Stephens, Lopez and Smith Hotel",Family,107.93,4.3,UK,2024-08-13,2.0,barryjohnson@example.com
2719,"Trujillo, Anderson and Lawson Hotel",Luxury,469.94,3.4,Singapore,09/10/2025,1.0,oscott@example.org
9481,Larsen-Pope Hotel,Luxury,405.15,3.7,Australia,2024-06-23,1.0,danielcarter@example.com
11665,Smith-Hunter Hotel,Budget,84.35,3.0,Canada,2024.09.27,2.0,ehinton@example.com
4806,"Massey, King and Quinn Hotel",Family,229.09,4.1,Japan,03/03/2024,4.0,GARY74@EXAMPLE.COM
9690,Kim-Hill Hotel,luxury,,3.1,Canada,16/08/2024,3.0,erin51@example.com
11375,"Salazar, Calderon and Brown Hotel",Family,,2.6,France,2024-12-23,3.0,longbob@example.net
5701,"Hall, Myers and Reyes Hotel",luxury,350.99,3.4,Thailand,2025-05-21,3.0,osbornechristina@example.org
4961,"Velazquez, Lloyd and Gibson Hotel",Luxury,358.19,2.6,France,06/05/2025,4.0,meganfowler@example.com
